x_right,z_right,x_left,z_left
-205.3609,206.7838,-215.1525,213.4474
-206.2866,205.5318,-216.0762,212.1863
-207.2091,204.2775,-217.0004,210.9237
-208.1285,203.0216,-217.9258,209.6588
-209.0477,201.764,-218.8511,208.3934
-209.9634,200.503,-219.7757,207.1266
-210.8784,199.2402,-220.7012,205.86
-211.7926,197.9758,-221.6254,204.5914
-212.7055,196.7102,-222.5499,203.3217
-213.6167,195.4436,-223.4737,202.0503
-214.5272,194.1744,-224.3948,200.7788
-215.435,192.9034,-225.3146,199.5053
-216.3409,191.6308,-226.2332,198.2307
-217.247,190.358,-227.1506,196.9553
-218.1541,189.0852,-228.0657,195.6798
-219.0622,187.8144,-228.9798,194.4016
-219.9693,186.5436,-229.8905,193.1208
-220.8755,185.2717,-230.7985,191.839
-221.7811,184.0004,-231.7035,190.5541
-222.6868,182.7285,-232.6062,189.2697
-223.5911,181.4561,-233.5072,187.9839
-224.4907,180.1808,-234.4053,186.6967
-225.3872,178.9035,-235.3011,185.4086
-226.2809,177.6245,-236.1941,184.1193
-227.1714,176.3433,-237.0839,182.829
-228.0594,175.0619,-237.9715,181.5345
-228.9442,173.7797,-238.8551,180.2358
-229.825,172.4953,-239.737,178.936
-230.7005,171.207,-240.6172,177.6351
-231.5718,169.9164,-241.4961,176.3317
-232.4385,168.6223,-242.3742,175.0282
-233.3014,167.3258,-243.2513,173.7225
-234.1607,166.0257,-244.1257,172.417
-235.0175,164.7238,-244.9987,171.1111
-235.872,163.4206,-245.8707,169.8042
-236.7257,162.1165,-246.7398,168.4967
-237.5797,160.8117,-247.6064,167.1898
-238.4298,159.5051,-248.4716,165.8812
-239.2785,158.1983,-249.3353,164.5711
-240.1236,156.8909,-250.1988,163.2576
-240.9671,155.5829,-251.0606,161.9429
-241.81,154.2753,-251.921,160.6264
-242.6547,152.9688,-252.7789,159.3091
-243.4993,151.6626,-253.6346,157.9903
-244.3442,150.3568,-254.4884,156.6706
-245.1889,149.0507,-255.339,155.3503
-246.0333,147.7458,-256.1892,154.0272
-246.8757,146.4422,-257.0399,152.6992
-247.7155,145.1393,-257.89,151.3661
-248.5525,143.8358,-258.7382,150.0299
-249.3872,142.5318,-259.5842,148.6908
-250.2194,141.2266,-260.4288,147.3508
-251.0493,139.9182,-261.269,146.0134
-251.8794,138.6062,-262.1021,144.6824
-252.708,137.2918,-262.93,143.3552
-253.5348,135.9759,-263.7534,142.0298
-254.3593,134.6586,-264.5742,140.7058
-255.179,133.3404,-265.393,139.3795
-255.9967,132.0213,-266.2074,138.0535
-256.8125,130.7025,-267.0197,136.7263
-257.6239,129.3833,-267.83,135.3956
-258.4317,128.0655,-268.6409,134.0595
-259.2382,126.7489,-269.4508,132.7206
-260.0409,125.4304,-270.2585,131.3837
-260.8416,124.1109,-271.0624,130.048
-261.6394,122.7907,-271.8645,128.7128
-262.4352,121.4705,-272.6653,127.378
-263.2293,120.151,-273.4636,126.0407
-264.019,118.8302,-274.2599,124.7028
-264.804,117.5078,-275.0546,123.364
-265.5846,116.183,-275.8461,122.0256
-266.3619,114.8562,-276.6357,120.6896
-267.1339,113.5262,-277.422,119.3548
-267.9009,112.1932,-278.2051,118.0219
-268.6646,110.8594,-278.9861,116.6891
-269.4254,109.5239,-279.7641,115.3586
-270.1823,108.1883,-280.541,114.0259
-270.9357,106.8524,-281.3162,112.6907
-271.6864,105.5164,-282.0893,111.3542
-272.4343,104.1805,-282.8607,110.0169
-273.179,102.8438,-283.6298,108.6792
-273.9197,101.5064,-284.3975,107.3411
-274.6601,100.1697,-285.1614,106.003
-275.4026,98.8357,-285.9235,104.6636
-276.1451,97.5027,-286.6819,103.324
-276.8876,96.1694,-287.436,101.9874
-277.6308,94.8381,-288.1879,100.6496
-278.3728,93.5067,-288.937,99.3116
-279.1138,92.1755,-289.683,97.9729
-279.8568,90.8465,-290.427,96.6321
-280.5969,89.5164,-291.168,95.2912
-281.3374,88.1872,-291.9055,93.9485
-282.0781,86.8593,-292.6403,92.603
-282.8186,85.5319,-293.3719,91.2567
-283.5572,84.2045,-294.1014,89.9095
-284.296,82.8772,-294.8244,88.5616
-285.0334,81.5509,-295.5465,87.2109
-285.7718,80.2254,-296.2671,85.8614
-286.5082,78.9003,-296.9887,84.511
-287.2433,77.5754,-297.7106,83.1601
-287.9776,76.2509,-298.431,81.8087
-288.7112,74.9271,-299.1515,80.4565
-289.443,73.603,-299.8708,79.1036
-290.1726,72.2779,-300.5878,77.7519
-290.897,70.9506,-301.3049,76.401
-291.6176,69.6221,-302.0214,75.0496
-292.3357,68.2929,-302.7368,73.6978
-293.0506,66.9624,-303.4496,72.3467
-293.7631,65.6302,-304.1607,70.9993
-294.4726,64.2973,-304.8716,69.6515
-295.179,62.9628,-305.581,68.3036
-295.8798,61.6257,-306.2877,66.9527
-296.5772,60.2864,-306.9919,65.602
-297.2713,58.9452,-307.6942,64.2502
-297.9647,57.6026,-308.3923,62.8993
-298.6523,56.2571,-309.0897,61.5473
-299.3375,54.9099,-309.7853,60.1948
-300.0202,53.5612,-310.4794,58.8414
-300.7021,52.2116,-311.1695,57.4868
-301.3791,50.8595,-311.8566,56.1311
-302.054,49.506,-312.5401,54.7752
-302.7257,48.151,-313.2215,53.4186
-303.3963,46.7961,-313.9009,52.0589
-304.0628,45.4392,-314.5773,50.6981
-304.7274,44.082,-315.2518,49.3348
-305.3907,42.7239,-315.9236,47.9725
-306.0518,41.3643,-316.592,46.6094
-306.7122,40.0049,-317.2601,45.2446
-307.3697,38.6433,-317.9254,43.8797
-308.0247,37.2811,-318.5885,42.5111
-308.6787,35.9183,-319.2496,41.1414
-309.3335,34.5557,-319.9092,39.7708
-309.9853,33.1914,-320.5677,38.4006
-310.6368,31.8264,-321.2246,37.0305
-311.2866,30.46,-321.8797,35.6611
-311.9371,29.0942,-322.5331,34.2892
-312.5851,27.7257,-323.1833,32.9201
-313.2324,26.3579,-323.8341,31.5458
-313.8796,24.9897,-324.4846,30.172
-314.5285,23.6216,-325.1338,28.7986
-315.1751,22.2532,-325.783,27.4236
-315.8217,20.8824,-326.4283,26.0547
-316.4674,19.5128,-327.0742,24.6821
-317.1146,18.1432,-327.7181,23.3112
-317.7589,16.7719,-328.361,21.9419
-318.4041,15.4009,-329.0022,20.5725
-319.0492,14.0307,-329.6448,19.2015
-319.6936,12.6613,-330.2883,17.8281
-320.3392,11.2917,-330.9308,16.4576
-320.9833,9.9217,-331.5722,15.0859
-321.6274,8.5512,-332.2126,13.7162
-322.2704,7.1811,-332.8541,12.3447
-322.9135,5.8099,-333.4931,10.9762
-323.5558,4.4401,-334.1334,9.606
-324.1975,3.0705,-334.772,8.238
-324.8395,1.701,-335.4093,6.8727
-325.4793,0.3331,-336.048,5.5038
-326.1199,-1.0339,-336.6851,4.1368
-326.759,-2.3999,-337.323,2.769
-327.3968,-3.7652,-337.9609,1.4018
-328.0345,-5.1308,-338.5967,0.038
-328.6708,-6.4951,-339.2337,-1.3275
-329.3066,-7.8595,-339.8694,-2.6921
-329.9425,-9.2239,-340.5047,-4.056
-330.5785,-10.588,-341.1398,-5.4194
-331.2132,-11.9528,-341.7748,-6.7815
-331.8483,-13.3186,-342.408,-8.1413
-332.4842,-14.6841,-343.0418,-9.5009
-333.1197,-16.0504,-343.675,-10.8597
-333.7556,-17.4164,-344.308,-12.2195
-334.3912,-18.7835,-344.9413,-13.5777
-335.0284,-20.1512,-345.5735,-14.9335
-335.6662,-21.5214,-346.2042,-16.2844
-336.3031,-22.8928,-346.8335,-17.6351
-336.9405,-24.2623,-347.465,-18.9901
-337.5775,-25.6305,-348.1,-20.3482
-338.2142,-26.9987,-348.7355,-21.7083
-338.8499,-28.368,-349.371,-23.0693
-339.4868,-29.7375,-350.0071,-24.4303
-340.1241,-31.1075,-350.6435,-25.7918
-340.7618,-32.4783,-351.2806,-27.1528
-341.4006,-33.8502,-351.9164,-28.5128
-342.0379,-35.2226,-352.5545,-29.8736
-342.6759,-36.595,-353.1922,-31.2353
-343.3142,-37.9675,-353.8316,-32.5973
-343.9525,-39.3398,-354.4719,-33.9599
-344.5916,-40.7132,-355.1118,-35.3211
-345.232,-42.0871,-355.7516,-36.681
-345.8721,-43.4616,-356.3922,-38.0413
-346.5131,-44.835,-357.0351,-39.4028
-347.1539,-46.2083,-357.6782,-40.7655
-347.7947,-47.583,-358.3233,-42.1261
-348.4369,-48.9576,-358.9671,-43.4873
-349.0801,-50.3326,-359.6114,-44.848
-349.7256,-51.7073,-360.2558,-46.2084
-350.3715,-53.0816,-360.9016,-47.5694
-351.0205,-54.4539,-361.5471,-48.932
-351.6684,-55.8278,-362.1906,-50.2953
-352.3185,-57.2006,-362.8365,-51.6581
-352.9697,-58.574,-363.4805,-53.0205
-353.6222,-59.9453,-364.1259,-54.3853
-354.2752,-61.3176,-364.7724,-55.7479
-354.9302,-62.6906,-365.4161,-57.11
-355.5871,-64.0633,-366.0602,-58.4715
-356.2452,-65.4373,-366.7046,-59.8307
-356.9049,-66.81,-367.3473,-61.1918
-357.5646,-68.1819,-367.9935,-62.5524
-358.2257,-69.5522,-368.6398,-63.9147
-358.8883,-70.9227,-369.2867,-65.2759
-359.5533,-72.2943,-369.9369,-66.6336
-360.2205,-73.6665,-370.5849,-67.9912
-360.8884,-75.0394,-371.2342,-69.3475
-361.5566,-76.4131,-371.8875,-70.7011
-362.2271,-77.7883,-372.5402,-72.053
-362.901,-79.1637,-373.1966,-73.4014
-363.5774,-80.5378,-373.8545,-74.7497
-364.2583,-81.9121,-374.5192,-76.0922
-364.941,-83.2849,-375.1855,-77.4351
-365.6254,-84.6547,-375.8571,-78.7776
-366.3101,-86.0233,-376.5351,-80.1179
-366.9973,-87.3902,-377.2149,-81.4582
-367.6886,-88.7539,-377.8987,-82.7975
-368.3843,-90.1135,-378.5894,-84.1345
-369.0847,-91.4711,-379.2816,-85.4705
-369.7915,-92.8246,-379.9778,-86.8045
-370.5101,-94.1754,-380.6819,-88.1308
-371.2346,-95.5178,-381.389,-89.4586
-371.9676,-96.8589,-382.0997,-90.7813
-372.7055,-98.1954,-382.8143,-92.1025
-373.4473,-99.5314,-383.5359,-93.4174
-374.1949,-100.8629,-384.2581,-94.7319
-374.9459,-102.1922,-384.9825,-96.0444
-375.6991,-103.5181,-385.7133,-97.3532
-376.4555,-104.8412,-386.4427,-98.6625
-377.2157,-106.1603,-387.1755,-99.9699
-377.9775,-107.4761,-387.9158,-101.2729
-378.7398,-108.7879,-388.6561,-102.5769
-379.5046,-110.0982,-389.3983,-103.8787
-380.2726,-111.4053,-390.1495,-105.1741
-381.041,-112.7098,-390.9002,-106.4699
-381.8117,-114.0112,-391.6549,-107.7626
-382.5846,-115.3101,-392.4129,-109.0528
-383.3921,-116.6613,-393.2111,-110.3904
-384.2032,-118.0114,-394.0077,-111.7271
-385.0186,-119.3627,-394.8066,-113.0592
-385.8369,-120.7137,-395.607,-114.3879
-386.6577,-122.0621,-396.4102,-115.7137
-387.4811,-123.4095,-397.2145,-117.0369
-388.3057,-124.7536,-398.0291,-118.3529
-389.1337,-126.0952,-398.8414,-119.669
-389.9625,-127.4346,-399.6572,-120.9822
-390.7963,-128.7729,-400.4771,-122.2907
-391.6328,-130.1069,-401.3032,-123.5948
-392.4721,-131.4378,-402.1402,-124.8908
-393.3135,-132.7644,-402.976,-126.1874
-394.1575,-134.0874,-403.8168,-127.4798
-395.0058,-135.4057,-404.6667,-128.7653
-395.858,-136.7194,-405.5152,-130.0506
-396.7151,-138.0295,-406.367,-131.3321
-397.5746,-139.3365,-407.2227,-132.6094
-398.4391,-140.6411,-408.0833,-133.8813
-399.3078,-141.9428,-408.9542,-135.1438
-400.1821,-143.2417,-409.8228,-136.4055
-401.0608,-144.5361,-410.6945,-137.6634
-401.9436,-145.8236,-411.5769,-138.913
-402.8311,-147.1072,-412.4534,-140.1646
-403.7224,-148.3847,-413.3328,-141.4135
-404.6168,-149.6562,-414.2222,-142.654
-405.5136,-150.9224,-415.1069,-143.897
-406.4131,-152.1872,-415.994,-145.136
-407.3154,-153.4495,-416.889,-146.3672
-408.2201,-154.7092,-417.7794,-147.5996
-409.1261,-155.966,-418.6714,-148.8293
-410.033,-157.2201,-419.5675,-150.0545
-410.9387,-158.4683,-420.4724,-151.2734
-411.8468,-159.7129,-421.3739,-152.4935
-412.7612,-160.9507,-422.2788,-153.7098
-413.6826,-162.1855,-423.1854,-154.9221
-414.6073,-163.4131,-424.1033,-156.1254
-415.5389,-164.6372,-425.0164,-157.3296
-416.4783,-165.8569,-425.9312,-158.53
-417.4233,-167.0741,-426.856,-159.72
-418.373,-168.2872,-427.7744,-160.9129
-419.3261,-169.4951,-428.7031,-162.0963
-420.2831,-170.6991,-429.6261,-163.2822
-421.2473,-171.899,-430.5514,-164.463
-422.2212,-173.0941,-431.4796,-165.6379
-423.2012,-174.2795,-432.4115,-166.8082
-424.1846,-175.4581,-433.352,-167.9701
-425.1696,-176.6332,-434.2872,-169.1345
-426.1533,-177.8029,-435.2347,-170.2876
